title,price,author,description,Publisher,Pages,Edition,Genre,Language,Binding,Return Policy,Payment Policy,Rating
"['Pw Jee Mains 22 Years and Advance Pyq 46 Years Physics\xa0\xa0(English, Paperback, unknown)']",['₹520'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Quantitative Aptitude for CAT | 11th Edition (Latest) | Quant | CAT Preparation Exam Book 2025 | Previous Years Solved Papers (PYQ) | McGraw Hill edge Access: Mock Tests, Expert Sessions & Strategies\xa0\xa0(Paperback, Arun Sharma)']",['₹608'],['Arun Sharma'],[''],['Publisher: McGraw Hill'],['Pages: 910'],"['Edition: 11, 2024']",['Genre: Book'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Physics | PGT Solved Paper By A.Singh Sir | RPSC KVS NVS EMRS BPSC | 1400+ Solved Questions | Hindi-English\xa0\xa0(Paperback, Hindi, A. Singh Sir)']",['₹349'],['A. Singh Sir'],['Physics | PGT Solved Paper By A.Singh Sir | RPSC KVS NVS EMRS BPSC | 1400+ Solved Questions | Bilingual'],['Publisher: Physics By A. Singh'],['444 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['']
"['2023-UPSC Syllabus By Drishti IAS|Hindi Medium\xa0\xa0(BOOK, Hindi, DRISTI)']",['₹140'],['DRISTI'],['2023-UPSC Syllabus By Drishti IAS|Hindi Medium'],['Publisher: DRISTI'],['70 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['संपूर्ण चाणक्य नीति, चाणक्य सूत्र और जीवन गाथा (दो रंगों में) Sampoorn Chanakya Neeti, Chanakya Sutra Aur Jeevan Gaatha (Do Rangon Mein) (Hindi Edition) | Adhyatm Evam Neetishaastra\xa0\xa0(Paperback, Hindi, Manoj Publication)']",['₹289'],['Manoj Publication'],"[""If a biography is read before describing the policy of a miraculous personality like Chanakya, it will become easier to understand his policy. That's why Chanakya's biography is given earlier in this book. It is not a scripture, but a summary of the experiences of the entire worldly life. It is as relevant today, as it was 2000 years ago. Chanakya's policy which makes life easier also provides proper answers to all the questions of life.""]",['Publisher: Manoj publications'],['384 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Basic Mathematics Guide Book for Jnv, Sainik School (Aissee), Rms, Class 5-8 and Other Entrance & Competitive Exams\xa0\xa0(English, Paperback, unknown)']",['₹286'],['unknown'],"['Radian’s Basic Mathematics Guide Book for JNV, Sainik School (AISSEE), RMS, Class 5-8, and other Competitive Exams in English 2024. Study Material Based on New Syllabus. This is Basic maths chapterwise topic-wise complete study guidebook with shortcut tricks and detailed solutions. The book contains adequate study and practice material with detailed explanatory answers. The book is highly recommended for the aspirants to prepare for Sainik school entrance exam (AISSEE), Jawahar Navodaya Vidyalaya(JNV), Rashtriya Military School (RMS), Netarhat Residential School, Simultala Residential School, Central Hindu School, VidyaGyan School, Eklavya Adarsh Awasiya Vidyalaya, and other entrance and all government exams, etc.']",['Publisher: Radian Book Company'],['Pages: 544'],"['Edition: 1, 2023']",['Genre: Juvenile Nonfiction'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Bestseller Books 9+ Combo Of Bestselling Books + Think And Grow Rich + The Psychology Of Money + Napoleon Hill + Morgan Housel\xa0\xa0(Paperback, Morgan Housel, Napoleon Hill)']",['₹279'],[''],[''],['Publisher: Jainco Publishers'],['514 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['The Kite Runner+A Thousand Splendid Suns\xa0\xa0(Paperback, Khaled Hosseini)']",['₹290'],['Khaled Hosseini'],"[""Since its publication in 2003, nearly 7 million readers have discovered The Kite Runner. Through Khaled Hosseini's brilliant writing, a previously unknown part of the world was brought to vivid life for readers. Now, in this beautifully illustrated graphic novel adaptation, Hosseini brings his compelling story to a new generation of readers.""]",['Publisher: Reading Store'],['784 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Ssc-Gd Reasoning 2025 By Ankit Bhati Sir (Bilingual Edition)\xa0\xa0(Paperback, Hindi, ANKIT BHATI SIR)']",['₹95'],['ANKIT BHATI SIR'],['SSC-GD REASONING 2025 BY ANKIT BHATI SIR (BILINGUAL EDITION)'],['Publisher: Rojgar Publication'],['250 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Reasoning Book With Piyush Varshney (Hindi Medium)\xa0\xa0(Paperback, Hindi, Varshney, Piyush)']",['₹650'],[''],['Edition-3rd Year-2023 Coloured Index'],['Publisher: PV Publication'],['672 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Environment by Shankar IAS Academy\xa0\xa0(Paperback, Shankar IAS Academy)']",['₹300'],['Shankar IAS Academy'],[''],['Publisher: ENVIRONMENT By Shankar'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['3.7']
"['The Viral Maths Brahmastra For Maths Calculation For Competitive Exams RBI,SBI,IBPS,SSC,Railway\xa0\xa0(Paperback, Navneet Tiwari Sir)']",['₹175'],['Navneet Tiwari Sir'],[''],['Publisher: Adda247 Publications'],['319 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['BlackBook Of English Vocabulary\xa0\xa0(Paperback, Gupta Nikhil)']",['₹304'],['Gupta Nikhil'],[''],['Publisher: Gupta Edu Tech'],['624 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Electrician Trade: Ramban 3.0 (11500+ Objective Questions Summary, All India Exam Solved Papers)\xa0\xa0(Paperback, Hindi, Er. Mahendra Pindel)']",['₹314'],['Er. Mahendra Pindel'],"['It is the latest edition on Electrician Trade Ramban series. Book contains the summary of more than 11500+ objective type questions with detailed solution. All questions are from various exams conducted in India. Unique book for preparation of Electrician trade.\n\nIt is very useful book for preparation of ALP/Technician, Jr. Instructor, Technical Helper, UPPCL TG2, UPRVUNL TG2, MP TO, MP PGCIL, HALM, BSPHCL, DMRC, ISRO, DRDO, BHEL, BARC and all technical exams conducted in India.']",['Publisher: Pindel Readers Publication'],['664 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['General Practice Guide 3rd Edition\xa0\xa0(Perfect Paper Back, Hindi, Dr Amritesh Kumar)']",['₹309'],['Dr Amritesh Kumar'],[''],['Publisher: Hindu Chikitsa Awm Takniki Mhavidyalay'],['328 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['ATOMIC HABITS\xa0\xa0(Paperback, JAMES CLEAR)']",['₹239'],['JAMES CLEAR'],[''],['Publisher: RABZOT'],['Pages: 320'],"['Edition: 1, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Vashista 360 Spoken English Book\xa0\xa0(Paperback, Telugu, Vamshi krishna)']",['₹328'],['Vamshi krishna'],[''],['Publisher: vashista 360'],['232 Pages'],[None],[None],['Language: Telugu'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Student Atlas Book In Hindi For All Competitive Exams\xa0\xa0(Paperback, Hindi, Khan Sir)']",['₹221'],['Khan Sir'],['Student Atlas Book Is Usefull For All Goverment Preparation Exams. All Concepts Are Cleared By The Best Map Specialist Khan Sir.'],['Publisher: R.B.D Publication'],['80 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"[""Lucent's General English (English-Hindi Edition) Paperback,2018, BEST FOR ALL COPETITIVE EXAM\xa0\xa0(Paperback, A K THAKUR)""]",['₹369'],['A K THAKUR'],['best general english book for  learners.its also helpful in competitive exams.'],['Publisher: LUCENT PUBLICATIION PATNA INDIA'],['552 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Khan Sir Best Book Science Hindi ( Physics,Chemistry,Biology ) For All Competative Exam ( Photo Copy )\xa0\xa0(Paperback, Hindi, khan sir.)']",['₹320'],['khan sir.'],"['khan sir best book science, physics chemistry biology, for all competative exam.']",['Publisher: khan sir G.S Research center.'],['325 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Technical Analysis Aur Candlesticks Ki Pechan : Trading Chart Patterns & Candlestick Patterns Hindi Book By Ravi Patel\xa0\xa0(Paperback, Hindi, Ravi Patel)']",['₹225'],['Ravi Patel'],['Stock Market Basics\nIntroduction to Stock Market Analysis\nBasics of Technical Analysis\nIntroduction to Candlestick\nIntroduction to Chart Patterns\nIntroduction to Technical Indicators\nTechnical Analysis Steps\nStop Loss Theory\nStock Selection Strategies\nCase Studies of Technical Analysis\nSource of Information\n\nTechnical Analysis Aur Candlestick Ki Pehchan is ideal book forTechnical Analysis of Financial Market in Hindi language\n\nNo need to join any Technical Analysis Course or Seminar after reading this book.'],['Publisher: Buzzingstock Publishing House'],['224 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4']
"['1000+ MCQs On Indian Economy For UPSC 2025 Civil Services Exam, State PCS Exams\xa0\xa0(Paperback, StudyIQ Publications)']",['₹386'],['StudyIQ Publications'],"['StudyIQ launched the 1000+ MCQs on Indian Economy for UPSC , State PSC and Other Competitive Exams 2023 Benefits of the book which distinguish it from others .Detailed Error-free Explanations. Coverage of entire syllabus of Indian Economy. Crisp and Clear Language. Practice & Revision-friendly Book. Practice Questions for Assessment. Complete coverage of NCERT Textbook Latest Edition . Useful for UPSC, State PSCs and other central & state govt. competitive exams']",['Publisher: StudyIQ Publications'],['345 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Gulamgiri\xa0\xa0(Paperback, Hindi, Mahatma Jyotiba Phule)']",['₹135'],['Mahatma Jyotiba Phule'],"['Ghulamgiri is a book on the foundation of this discrimination, written by Jyotirao Govindrao Phule (Jyotiba Phule), a great 19th century Indian thinker, philanthropist and revolutionary social reformer.']",['Publisher: SUDHIR PRAKASHAN'],['159 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Word Power Made Easy\xa0\xa0(Paperback, NORMAN LEWIS)']",['₹199'],['NORMAN LEWIS'],[''],['Publisher: Goyal Publisher'],['700 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Pw Jee Mains (22 Years) and Advance Pyq (46 Years) Physics, Chemistry, Mathematics Combo\xa0\xa0(English, Paperback, unknown)']","['₹2,117']",['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Railway General Studies 7100 TCS MCQ Chapter-Wise Coverage 2nd Edition English Medium\xa0\xa0(Paperback, Pinnacle Publications)']",['₹445'],['Pinnacle Publications'],"['In this book railway exams questions asked by TCS are given chapter wise with detailed explanation and short tricks it covers all exam questions till september 2023.  This book is a complete book for railway exams. Pinnacle railways books is the  most trusted book for railway exam preparation in the market, There are 12 subject  in this book and each subject different number of chapters available. Total 7100  latest TCS questions of exams like ALP technician Tier1, Tier2, RPF SI, RPF Constable, RRB NTPC CBT 1, RRB NTPC CBT 2, Railway Group D. After studying this book, students will be able to manage all railway questions of all exams. This book is specific to railway exams but highly useful for other government exams, state exams and also for upcoming CET exam.']",['Publisher: Pinnacle Publications'],['696 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Indian Army Agniveer GD + Tradesman Book (UPDATED) By Ankit Bhati Sir\xa0\xa0(Paperback, Hindi, ANKIT BHATI)']",['₹189'],['ANKIT BHATI'],"['Ankit Bhati Agniveer Indian Army General Duty (GD) & Tradesman | Maths Reasoning GK Science. Flaunting up to five model practice sets, this book is designed to help readers test their knowledge and improve their skills. Each practice set includes a variety of questions which allows you to gauge your understanding, identify areas for improvement and build confidence in their abilities. The practice sets are an excellent tool for self-assessment, ensuring that you are well-prepared for any exam or academic challenge.']",['Publisher: Rojgar Publication'],['250 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Krsna - The Supreme Personality Of Godhead English (Hardcover)\xa0\xa0(Hardcover, A. C. Bhaktivedanta Swami Prabhupada)']",['₹377'],['A. C. Bhaktivedanta Swami Prabhupada'],[''],['Publisher: Bhaktivedanta Book Trust'],['1032 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.8']
"['Reasoning Concept King - Verbal, Non-Verbal, Analytical And Critical - All Logics, Shortcuts, Techniques And Smart Tricks 2024 Edition | Bilingual | Gagan Pratap Sir | Champion Publication\xa0\xa0(Paperback, Hindi, Gagan Pratap Sir)']",['₹202'],['Gagan Pratap Sir'],[''],['Publisher: Champion Publication'],['318 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Bharat Ki Rajvyavastha (Indian Polity Hindi ) for UPSC| 7th Edition | Civil Services Exam | State Administrative Exams  - Mpsc with 1 Disc\xa0\xa0(Hindi, Paperback, Laxmikanth M.)']",['₹666'],['Laxmikanth M.'],[''],['Publisher: McGraw Hill Education India'],['Pages: 744'],"['Edition: 7, 2023']",['Genre: Education'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Srimad Bhagavad Gita\xa0\xa0(Hardcover, Hindi, SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD)']",['₹239'],['SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD'],[''],['Publisher: BHAKTI VEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
